WD08CD,WD08NM,PCO08CD,PCO08NM,
34UGHZ,Brackley West,5PD,Northamptonshire Teaching,
34UGJA,Brafield and Yardley,5PD,Northamptonshire Teaching,
34UGJB,Cosgrove and Grafton,5PD,Northamptonshire Teaching,
34UGJC,Danvers and Wardoun,5PD,Northamptonshire Teaching,
34UGJD,Deanshanger,5PD,Northamptonshire Teaching,
34UGJE,Grange Park,5PD,Northamptonshire Teaching,
34UGJF,Hackleton,5PD,Northamptonshire Teaching,
34UGJG,Harpole and Grange,5PD,Northamptonshire Teaching,
34UGJH,Heyfords and Bugbrooke,5PD,Northamptonshire Teaching,
34UGJJ,Kings Sutton,5PD,Northamptonshire Teaching,
34UGJK,Kingthorn,5PD,Northamptonshire Teaching,
34UGJL,Little Brook,5PD,Northamptonshire Teaching,
34UGJM,Middleton Cheney,5PD,Northamptonshire Teaching,
34UGJN,Old Stratford,5PD,Northamptonshire Teaching,
34UGJP,Salcey,5PD,Northamptonshire Teaching,
34UGJQ,Silverstone,5PD,Northamptonshire Teaching,
34UGJR,Steane,5PD,Northamptonshire Teaching,
34UGJS,Tove,5PD,Northamptonshire Teaching,
34UGJT,Towcester Brook,5PD,Northamptonshire Teaching,
34UGJU,Towcester Mill,5PD,Northamptonshire Teaching,
34UGJW,Washington,5PD,Northamptonshire Teaching,
34UGJX,Whittlewood,5PD,Northamptonshire Teaching,
34UHFR,Brickhill,5PD,Northamptonshire Teaching,
34UHFS,Castle,5PD,Northamptonshire Teaching,
34UHFT,Croyland,5PD,Northamptonshire Teaching,
34UHFU,Earls Barton,5PD,Northamptonshire Teaching,
34UHFW,Finedon,5PD,Northamptonshire Teaching,
34UHFX,Great Doddington and Wilby,5PD,Northamptonshire Teaching,
34UHFY,Hemmingwell,5PD,Northamptonshire Teaching,
34UHFZ,Irchester,5PD,Northamptonshire Teaching,
34UHGA,North,5PD,Northamptonshire Teaching,
34UHGB,Queensway,5PD,Northamptonshire Teaching,
34UHGC,Redwell East,5PD,Northamptonshire Teaching,
34UHGD,Redwell West,5PD,Northamptonshire Teaching,
34UHGE,South,5PD,Northamptonshire Teaching,
34UHGF,Swanspool,5PD,Northamptonshire Teaching,
34UHGG,West,5PD,Northamptonshire Teaching,
34UHGH,Wollaston,5PD,Northamptonshire Teaching,
35UBFT,Alnmouth and Lesbury,TAC,Northumberland,
35UBFU,Alnwick Castle,TAC,Northumberland,
35UBFW,Alnwick Clayport,TAC,Northumberland,
35UBFX,Alnwick Hotspur,TAC,Northumberland,
35UBFY,Amble Central,TAC,Northumberland,
35UBFZ,Amble East,TAC,Northumberland,
35UBGA,Amble West,TAC,Northumberland,
35UBGB,Embleton,TAC,Northumberland,
35UBGC,Harbottle and Elsdon,TAC,Northumberland,
35UBGD,Hedgeley,TAC,Northumberland,
35UBGE,Longframlington,TAC,Northumberland,
35UBGF,Longhoughton with Craster and Rennington,TAC,Northumberland,
35UBGG,Rothbury and South Rural,TAC,Northumberland,
35UBGH,Shilbottle,TAC,Northumberland,
35UBGJ,Warkworth,TAC,Northumberland,
35UBGK,Whittingham,TAC,Northumberland,
35UCFS,Bamburgh,TAC,Northumberland,
35UCFT,Beadnell,TAC,Northumberland,
35UCFU,Belford,TAC,Northumberland,
35UCFW,Cheviot,TAC,Northumberland,
35UCFX,Edward,TAC,Northumberland,
35UCFY,Elizabeth,TAC,Northumberland,
35UCFZ,Flodden,TAC,Northumberland,
35UCGA,Ford,TAC,Northumberland,
35UCGB,Islandshire,TAC,Northumberland,
35UCGC,Lowick,TAC,Northumberland,
35UCGD,Norhamshire,TAC,Northumberland,
35UCGE,North Sunderland,TAC,Northumberland,
35UCGF,Prior,TAC,Northumberland,
35UCGG,Seton,TAC,Northumberland,
35UCGH,Shielfield,TAC,Northumberland,
35UCGJ,Spittal,TAC,Northumberland,
35UCGK,Wooler,TAC,Northumberland,
35UDGN,Cowpen,TAC,Northumberland,
35UDGP,Cramlington East,TAC,Northumberland,
35UDGQ,Cramlington Eastfield with East Hartford,TAC,Northumberland,
35UDGR,Cramlington North,TAC,Northumberland,
35UDGS,Cramlington Parkside,TAC,Northumberland,
35UDGT,Cramlington South East,TAC,Northumberland,
35UDGU,Cramlington Village,TAC,Northumberland,
35UDGW,Cramlington West,TAC,Northumberland,
35UDGX,Croft,TAC,Northumberland,
35UDGY,Hartley,TAC,Northumberland,
35UDGZ,Holywell,TAC,Northumberland,
35UDHA,Isabella,TAC,Northumberland,
35UDHB,Kitty Brewster,TAC,Northumberland,
35UDHC,Newsham and New Delaval,TAC,Northumberland,
35UDHD,Plessey,TAC,Northumberland,
35UDHE,Seaton Delaval,TAC,Northumberland,
35UDHF,Seghill,TAC,Northumberland,
35UDHG,South Beach,TAC,Northumberland,
35UDHH,South Newsham,TAC,Northumberland,
35UDHJ,Wensleydale,TAC,Northumberland,
35UEGU,Chevington,TAC,Northumberland,
35UEGW,Hartburn,TAC,Northumberland,
35UEGX,Heddon-on-the-Wall,TAC,Northumberland,
35UEGY,Longhorsley,TAC,Northumberland,
35UEGZ,Lynemouth and Ellington,TAC,Northumberland,
35UEHA,Morpeth Kirkhill,TAC,Northumberland,
35UEHB,Morpeth North Central,TAC,Northumberland,
35UEHC,Morpeth South,TAC,Northumberland,
35UEHD,Morpeth Stobhill,TAC,Northumberland,
35UEHE,Pegswood and Hebron,TAC,Northumberland,
35UEHF,Ponteland East,TAC,Northumberland,
35UEHG,Ponteland North,TAC,Northumberland,
35UEHH,Ponteland South,TAC,Northumberland,
35UEHJ,Ponteland West,TAC,Northumberland,
35UEHK,Stamfordham,TAC,Northumberland,
35UEHL,Stannington and Mitford,TAC,Northumberland,
35UEHM,Ulgham,TAC,Northumberland,
35UFGK,Acomb,TAC,Northumberland,
35UFGL,Allendale,TAC,Northumberland,
35UFGM,Bellingham,TAC,Northumberland,
35UFGN,Broomhaugh and Riding,TAC,Northumberland,
35UFGP,Chollerton with Whittington,TAC,Northumberland,
35UFGQ,Corbridge,TAC,Northumberland,
35UFGR,East Tynedale,TAC,Northumberland,
35UFGS,Hadrian,TAC,Northumberland,
35UFGT,Haltwhistle,TAC,Northumberland,
35UFGU,Haydon,TAC,Northumberland,
35UFGW,Hexham Gilesgate,TAC,Northumberland,
35UFGX,Hexham Hencotes,TAC,Northumberland,
35UFGY,Hexham Leazes,TAC,Northumberland,
35UFGZ,Hexham Priestpopple,TAC,Northumberland,
35UFHA,Humshaugh and Wall,TAC,Northumberland,
35UFHB,Ovingham,TAC,Northumberland,
35UFHC,Prudhoe Castle,TAC,Northumberland,
35UFHD,Prudhoe North,TAC,Northumberland,
35UFHE,Prudhoe South,TAC,Northumberland,
35UFHF,Prudhoe West,TAC,Northumberland,
35UFHG,Redesdale,TAC,Northumberland,
35UFHH,Sandhoe with Dilston,TAC,Northumberland,
35UFHJ,Slaley and Hexhamshire,TAC,Northumberland,
35UFHK,South Tynedale,TAC,Northumberland,
35UFHL,Stocksfield with Mickley,TAC,Northumberland,
35UFHM,Upper North Tyne,TAC,Northumberland,
35UFHN,Wanney,TAC,Northumberland,
35UFHP,Warden and Newbrough,TAC,Northumberland,
35UFHQ,Wark,TAC,Northumberland,
35UFHR,West Tynedale,TAC,Northumberland,
35UFHS,Wylam,TAC,Northumberland,
35UGGK,Ashington Central,TAC,Northumberland,
35UGGL,Bedlington Central,TAC,Northumberland,
35UGGM,Bedlington East,TAC,Northumberland,
35UGGN,Bedlington North,TAC,Northumberland,
35UGGP,Bedlington South,TAC,Northumberland,
35UGGQ,Bothal North,TAC,Northumberland,
35UGGR,Bothal South,TAC,Northumberland,
35UGGS,Choppington,TAC,Northumberland,
35UGGT,College,TAC,Northumberland,
35UGGU,Guide Post,TAC,Northumberland,
35UGGW,Haydon,TAC,Northumberland,
35UGGX,Hirst,TAC,Northumberland,
35UGGY,Newbiggin East,TAC,Northumberland,
35UGGZ,Newbiggin West,TAC,Northumberland,
35UGHA,Park,TAC,Northumberland,
35UGHB,Seaton,TAC,Northumberland,
35UGHC,Sleekburn,TAC,Northumberland,
35UGHD,Stakeford,TAC,Northumberland,
36UBGB,Aire Valley with Lothersdale,5NV,North Yorkshire and York,
36UBGC,Barden Fell,5NV,North Yorkshire and York,
36UBGD,Bentham,5NV,North Yorkshire and York,
36UBGE,Cowling,5NV,North Yorkshire and York,
36UBGF,Embsay-with-Eastby,5NV,North Yorkshire and York,
36UBGG,Gargrave and Malhamdale,5NV,North Yorkshire and York,
36UBGH,Glusburn,5NV,North Yorkshire and York,
36UBGJ,Grassington,5NV,North Yorkshire and York,
36UBGK,Hellifield and Long Preston,5NV,North Yorkshire and York,
36UBGL,Ingleton and Clapham,5NV,North Yorkshire and York,
36UBGM,Penyghent,5NV,North Yorkshire and York,
36UBGN,Settle and Ribblebanks,5NV,North Yorkshire and York,
36UBGP,Skipton East,5NV,North Yorkshire and York,
36UBGQ,Skipton North,5NV,North Yorkshire and York,
36UBGR,Skipton South,5NV,North Yorkshire and York,
36UBGS,Skipton West,5NV,North Yorkshire and York,
36UBGT,Sutton-in-Craven,5NV,North Yorkshire and York,
36UBGU,Upper Wharfedale,5NV,North Yorkshire and York,
36UBGW,West Craven,5NV,North Yorkshire and York,
36UCGM,Bedale,5NV,North Yorkshire and York,
36UCGN,Brompton,5NV,North Yorkshire and York,
36UCGP,Broughton and Greenhow,5NV,North Yorkshire and York,
36UCGQ,Cowtons,5NV,North Yorkshire and York,
36UCGR,Crakehall,5NV,North Yorkshire and York,
36UCGS,Easingwold,5NV,North Yorkshire and York,
36UCGT,Great Ayton,5NV,North Yorkshire and York,
36UCGU,Helperby,5NV,North Yorkshire and York,
36UCGW,Huby and Sutton,5NV,North Yorkshire and York,
36UCGX,Leeming,5NV,North Yorkshire and York,
36UCGY,Leeming Bar,5NV,North Yorkshire and York,
36UCGZ,Morton-on-Swale,5NV,North Yorkshire and York,
36UCHA,Northallerton Broomfield,5NV,North Yorkshire and York,
36UCHB,Northallerton Central,5NV,North Yorkshire and York,
36UCHC,Northallerton North,5NV,North Yorkshire and York,
36UCHD,Osmotherley,5NV,North Yorkshire and York,
36UCHE,Romanby,5NV,North Yorkshire and York,
36UCHF,Rudby,5NV,North Yorkshire and York,
36UCHG,Shipton,5NV,North Yorkshire and York,
36UCHH,Sowerby,5NV,North Yorkshire and York,
36UCHJ,Stillington,5NV,North Yorkshire and York,
36UCHK,Stokesley,5NV,North Yorkshire and York,
36UCHL,Swainby,5NV,North Yorkshire and York,
36UCHM,Tanfield,5NV,North Yorkshire and York,
36UCHN,Thirsk,5NV,North Yorkshire and York,
36UCHP,Thorntons,5NV,North Yorkshire and York,
36UCHQ,Tollerton,5NV,North Yorkshire and York,
36UCHR,Topcliffe,5NV,North Yorkshire and York,
36UCHS,White Horse,5NV,North Yorkshire and York,
36UCHT,Whitestonecliffe,5NV,North Yorkshire and York,
36UDGL,Bilton,5NV,North Yorkshire and York,
36UDGM,Bishop Monkton,5NV,North Yorkshire and York,
36UDGN,Boroughbridge,5NV,North Yorkshire and York,
36UDGP,Claro,5NV,North Yorkshire and York,
36UDGQ,Granby,5NV,North Yorkshire and York,
36UDGR,Harlow Moor,5NV,North Yorkshire and York,
36UDGS,High Harrogate,5NV,North Yorkshire and York,
36UDGT,Hookstone,5NV,North Yorkshire and York,
36UDGU,Killinghall,5NV,North Yorkshire and York,
36UDGW,Kirkby Malzeard,5NV,North Yorkshire and York,
36UDGX,Knaresborough East,5NV,North Yorkshire and York,
36UDGY,Knaresborough King James,5NV,North Yorkshire and York,
36UDGZ,Knaresborough Scriven Park,5NV,North Yorkshire and York,
36UDHA,Low Harrogate,5NV,North Yorkshire and York,
36UDHB,Lower Nidderdale,5NV,North Yorkshire and York,
36UDHC,Marston Moor,5NV,North Yorkshire and York,
36UDHD,Mashamshire,5NV,North Yorkshire and York,
36UDHE,Newby,5NV,North Yorkshire and York,
36UDHF,New Park,5NV,North Yorkshire and York,
36UDHG,Nidd Valley,5NV,North Yorkshire and York,
36UDHH,Ouseburn,5NV,North Yorkshire and York,
36UDHJ,Pannal,5NV,North Yorkshire and York,
36UDHK,Pateley Bridge,5NV,North Yorkshire and York,
36UDHL,Ribston,5NV,North Yorkshire and York,
36UDHM,Ripon Minster,5NV,North Yorkshire and York,
36UDHN,Ripon Moorside,5NV,North Yorkshire and York,
36UDHP,Ripon Spa,5NV,North Yorkshire and York,
36UDHQ,Rossett,5NV,North Yorkshire and York,
36UDHR,Saltergate,5NV,North Yorkshire and York,
36UDHS,Spofforth with Lower Wharfedale,5NV,North Yorkshire and York,
36UDHT,Starbeck,5NV,North Yorkshire and York,
36UDHU,Stray,5NV,North Yorkshire and York,
36UDHW,Washburn,5NV,North Yorkshire and York,
36UDHX,Wathvale,5NV,North Yorkshire and York,
36UDHY,Woodfield,5NV,North Yorkshire and York,
36UEGD,Addlebrough,5NV,North Yorkshire and York,
36UEGE,Barton,5NV,North Yorkshire and York,
36UEGF,Bolton Castle,5NV,North Yorkshire and York,
36UEGG,Brompton-on-Swale and Scorton,5NV,North Yorkshire and York,
36UEGH,Catterick,5NV,North Yorkshire and York,
36UEGJ,Colburn,5NV,North Yorkshire and York,
36UEGK,Croft,5NV,North Yorkshire and York,
36UEGL,Gilling West,5NV,North Yorkshire and York,
36UEGM,Hawes and High Abbotside,5NV,North Yorkshire and York,
36UEGN,Hipswell,5NV,North Yorkshire and York,
36UEGP,Hornby Castle,5NV,North Yorkshire and York,
36UEGQ,Leyburn,5NV,North Yorkshire and York,
36UEGR,Lower Wensleydale,5NV,North Yorkshire and York,
36UEGS,Melsonby,5NV,North Yorkshire and York,
36UEGT,Middleham,5NV,North Yorkshire and York,
36UEGU,Middleton Tyas,5NV,North Yorkshire and York,
36UEGW,Newsham with Eppleby,5NV,North Yorkshire and York,
36UEGX,Penhill,5NV,North Yorkshire and York,
36UEGY,Reeth and Arkengarthdale,5NV,North Yorkshire and York,
36UEGZ,Richmond Central,5NV,North Yorkshire and York,
36UEHA,Richmond East,5NV,North Yorkshire and York,
36UEHB,Richmond West,5NV,North Yorkshire and York,
36UEHC,Scotton,5NV,North Yorkshire and York,
36UEHD,Swaledale,5NV,North Yorkshire and York,
36UFGF,Amotherby,5NV,North Yorkshire and York,
36UFGG,Ampleforth,5NV,North Yorkshire and York,
36UFGH,Cropton,5NV,North Yorkshire and York,
36UFGJ,Dales,5NV,North Yorkshire and York,
36UFGK,Derwent,5NV,North Yorkshire and York,
36UFGL,Helmsley,5NV,North Yorkshire and York,
36UFGM,Hovingham,5NV,North Yorkshire and York,
36UFGN,Kirkbymoorside,5NV,North Yorkshire and York,
36UFGP,Malton,5NV,North Yorkshire and York,
36UFGQ,Norton East,5NV,North Yorkshire and York,
36UFGR,Norton West,5NV,North Yorkshire and York,
36UFGS,Pickering East,5NV,North Yorkshire and York,
36UFGT,Pickering West,5NV,North Yorkshire and York,
36UFGU,Rillington,5NV,North Yorkshire and York,
36UFGW,Ryedale South West,5NV,North Yorkshire and York,
36UFGX,Sherburn,5NV,North Yorkshire and York,
36UFGY,Sheriff Hutton,5NV,North Yorkshire and York,
36UFGZ,Sinnington,5NV,North Yorkshire and York,
36UFHA,Thornton Dale,5NV,North Yorkshire and York,
36UFHB,Wolds,5NV,North Yorkshire and York,
36UGFZ,Castle,5NV,North Yorkshire and York,
36UGGA,Cayton,5NV,North Yorkshire and York,
36UGGB,Central,5NV,North Yorkshire and York,
36UGGC,Danby,5NV,North Yorkshire and York,
36UGGD,Derwent Valley,5NV,North Yorkshire and York,
36UGGE,Eastfield,5NV,North Yorkshire and York,
36UGGF,Esk Valley,5NV,North Yorkshire and York,
36UGGG,Falsgrave Park,5NV,North Yorkshire and York,
36UGGH,Filey,5NV,North Yorkshire and York,
36UGGJ,Fylingdales,5NV,North Yorkshire and York,
36UGGK,Hertford,5NV,North Yorkshire and York,
36UGGL,Lindhead,5NV,North Yorkshire and York,
36UGGM,Mayfield,5NV,North Yorkshire and York,
36UGGN,Mulgrave,5NV,North Yorkshire and York,
36UGGP,Newby,5NV,North Yorkshire and York,
36UGGQ,North Bay,5NV,North Yorkshire and York,
36UGGR,Northstead,5NV,North Yorkshire and York,
36UGGS,Ramshill,5NV,North Yorkshire and York,
36UGGT,"Scalby, Hackness and Staintondale",5NV,North Yorkshire and York,
36UGGU,Seamer,5NV,North Yorkshire and York,
36UGGW,Stepney,5NV,North Yorkshire and York,
36UGGX,Streonshalh,5NV,North Yorkshire and York,
36UGGY,Weaponness,5NV,North Yorkshire and York,
36UGGZ,Whitby West Cliff,5NV,North Yorkshire and York,
36UGHA,Woodlands,5NV,North Yorkshire and York,
36UHGN,Appleton Roebuck,5NV,North Yorkshire and York,
36UHGP,Barlby,5NV,North Yorkshire and York,
36UHGQ,Brayton,5NV,North Yorkshire and York,
36UHGR,Camblesforth,5NV,North Yorkshire and York,
36UHGS,Cawood with Wistow,5NV,North Yorkshire and York,
36UHGT,Eggborough,5NV,North Yorkshire and York,
36UHGU,Fairburn with Brotherton,5NV,North Yorkshire and York,
36UHGW,Hambleton,5NV,North Yorkshire and York,
36UHGX,Hemingbrough,5NV,North Yorkshire and York,
36UHGY,Monk Fryston and South Milford,5NV,North Yorkshire and York,
36UHGZ,North Duffield,5NV,North Yorkshire and York,
36UHHA,Riccall with Escrick,5NV,North Yorkshire and York,
36UHHB,Saxton and Ulleskelf,5NV,North Yorkshire and York,
36UHHC,Selby North,5NV,North Yorkshire and York,
36UHHD,Selby South,5NV,North Yorkshire and York,
36UHHE,Selby West,5NV,North Yorkshire and York,
36UHHF,Sherburn in Elmet,5NV,North Yorkshire and York,
36UHHG,Tadcaster East,5NV,North Yorkshire and York,
36UHHH,Tadcaster West,5NV,North Yorkshire and York,
36UHHJ,Whitley,5NV,North Yorkshire and York,
37UBFR,Hucknall Central,5N8,Nottinghamshire County Teaching,
37UBFS,Hucknall East,5N8,Nottinghamshire County Teaching,
37UBFT,Hucknall North,5N8,Nottinghamshire County Teaching,
37UBFU,Hucknall West,5N8,Nottinghamshire County Teaching,
37UBFW,Jacksdale,5N8,Nottinghamshire County Teaching,
37UBFX,Kirkby in Ashfield Central,5N8,Nottinghamshire County Teaching,
37UBFY,Kirkby in Ashfield East,5N8,Nottinghamshire County Teaching,
37UBFZ,Kirkby in Ashfield West,5N8,Nottinghamshire County Teaching,
37UBGA,Selston,5N8,Nottinghamshire County Teaching,
37UBGB,Sutton in Ashfield Central,5N8,Nottinghamshire County Teaching,
37UBGC,Sutton in Ashfield East,5N8,Nottinghamshire County Teaching,
37UBGD,Sutton in Ashfield North,5N8,Nottinghamshire County Teaching,
37UBGE,Sutton in Ashfield West,5N8,Nottinghamshire County Teaching,
37UBGF,Underwood,5N8,Nottinghamshire County Teaching,
37UBGG,Woodhouse,5N8,Nottinghamshire County Teaching,
37UCGE,Beckingham,5ET,Bassetlaw,
37UCGF,Blyth,5ET,Bassetlaw,
37UCGG,Carlton,5ET,Bassetlaw,
37UCGH,Clayworth,5ET,Bassetlaw,
37UCGJ,East Markham,5ET,Bassetlaw,
37UCGK,East Retford East,5ET,Bassetlaw,
37UCGL,East Retford North,5ET,Bassetlaw,
37UCGM,East Retford South,5ET,Bassetlaw,
37UCGN,East Retford West,5ET,Bassetlaw,
37UCGP,Everton,5ET,Bassetlaw,
37UCGQ,Harworth,5ET,Bassetlaw,
37UCGR,Langold,5ET,Bassetlaw,
37UCGS,Misterton,5ET,Bassetlaw,
37UCGT,Rampton,5ET,Bassetlaw,
37UCGU,Ranskill,5ET,Bassetlaw,
37UCGW,Sturton,5ET,Bassetlaw,
37UCGX,Sutton,5ET,Bassetlaw,
37UCGY,Tuxford and Trent,5ET,Bassetlaw,
37UCGZ,Welbeck,5ET,Bassetlaw,
37UCHA,Worksop East,5ET,Bassetlaw,
37UCHB,Worksop North,5ET,Bassetlaw,
37UCHC,Worksop North East,5ET,Bassetlaw,
37UCHD,Worksop North West,5ET,Bassetlaw,
37UCHE,Worksop South,5ET,Bassetlaw,
37UCHF,Worksop South East,5ET,Bassetlaw,
37UDFY,Attenborough,5N8,Nottinghamshire County Teaching,
37UDFZ,Awsworth,5N8,Nottinghamshire County Teaching,
37UDGA,Beeston Central,5N8,Nottinghamshire County Teaching,
37UDGB,Beeston North,5N8,Nottinghamshire County Teaching,
37UDGC,Beeston Rylands,5N8,Nottinghamshire County Teaching,
37UDGD,Beeston West,5N8,Nottinghamshire County Teaching,
37UDGE,Bramcote,5N8,Nottinghamshire County Teaching,
37UDGF,Brinsley,5N8,Nottinghamshire County Teaching,
37UDGG,Chilwell East,5N8,Nottinghamshire County Teaching,
37UDGH,Chilwell West,5N8,Nottinghamshire County Teaching,
37UDGJ,Cossall and Kimberley,5N8,Nottinghamshire County Teaching,
37UDGK,Eastwood North and Greasley (Beauvale),5N8,Nottinghamshire County Teaching,
37UDGL,Eastwood South,5N8,Nottinghamshire County Teaching,
37UDGM,Greasley (Giltbrook and Newthorpe),5N8,Nottinghamshire County Teaching,
37UDGN,Nuthall East and Strelley,5N8,Nottinghamshire County Teaching,
37UDGP,Nuthall West and Greasley (Watnall),5N8,Nottinghamshire County Teaching,
37UDGQ,Stapleford North,5N8,Nottinghamshire County Teaching,
37UDGR,Stapleford South East,5N8,Nottinghamshire County Teaching,
37UDGS,Stapleford South West,5N8,Nottinghamshire County Teaching,
37UDGT,Toton and Chilwell Meadows,5N8,Nottinghamshire County Teaching,
37UDGU,Trowell,5N8,Nottinghamshire County Teaching,
37UEGB,Bestwood Village,5N8,Nottinghamshire County Teaching,
37UEGC,Bonington,5N8,Nottinghamshire County Teaching,
37UEGD,Burton Joyce and Stoke Bardolph,5N8,Nottinghamshire County Teaching,
37UEGE,Calverton,5N8,Nottinghamshire County Teaching,
37UEGF,Carlton,5N8,Nottinghamshire County Teaching,
37UEGG,Carlton Hill,5N8,Nottinghamshire County Teaching,
37UEGH,Daybrook,5N8,Nottinghamshire County Teaching,
37UEGJ,Gedling,5N8,Nottinghamshire County Teaching,
37UEGK,Killisick,5N8,Nottinghamshire County Teaching,
37UEGL,Kingswell,5N8,Nottinghamshire County Teaching,
37UEGM,Lambley,5N8,Nottinghamshire County Teaching,
37UEGN,Mapperley Plains,5N8,Nottinghamshire County Teaching,
37UEGP,Netherfield and Colwick,5N8,Nottinghamshire County Teaching,
37UEGQ,Newstead,5N8,Nottinghamshire County Teaching,
37UEGR,Phoenix,5N8,Nottinghamshire County Teaching,
37UEGS,Porchester,5N8,Nottinghamshire County Teaching,
37UEGT,Ravenshead,5N8,Nottinghamshire County Teaching,
37UEGU,St James,5N8,Nottinghamshire County Teaching,
37UEGW,St Marys,5N8,Nottinghamshire County Teaching,
37UEGX,Valley,5N8,Nottinghamshire County Teaching,
37UEGY,Woodborough,5N8,Nottinghamshire County Teaching,
37UEGZ,Woodthorpe,5N8,Nottinghamshire County Teaching,
37UFFU,Berry Hill,5N8,Nottinghamshire County Teaching,
37UFFW,Birklands,5N8,Nottinghamshire County Teaching,
37UFFX,Broomhill,5N8,Nottinghamshire County Teaching,
37UFFY,Cumberlands,5N8,Nottinghamshire County Teaching,
37UFFZ,Eakring,5N8,Nottinghamshire County Teaching,
37UFGA,Forest Town East,5N8,Nottinghamshire County Teaching,
37UFGB,Forest Town West,5N8,Nottinghamshire County Teaching,
37UFGC,Grange Farm,5N8,Nottinghamshire County Teaching,
37UFGD,Ladybrook,5N8,Nottinghamshire County Teaching,
37UFGE,Leeming,5N8,Nottinghamshire County Teaching,
37UFGF,Lindhurst,5N8,Nottinghamshire County Teaching,
37UFGG,Meden,5N8,Nottinghamshire County Teaching,
37UFGH,Oak Tree,5N8,Nottinghamshire County Teaching,
37UFGJ,Pleasley Hill,5N8,Nottinghamshire County Teaching,
37UFGK,Portland,5N8,Nottinghamshire County Teaching,
37UFGL,Priory,5N8,Nottinghamshire County Teaching,
37UFGM,Ravensdale,5N8,Nottinghamshire County Teaching,
37UFGN,Robin Hood,5N8,Nottinghamshire County Teaching,
37UFGP,Sherwood,5N8,Nottinghamshire County Teaching,
37UGHL,Balderton North,5N8,Nottinghamshire County Teaching,
37UGHM,Balderton West,5N8,Nottinghamshire County Teaching,
37UGHN,Beacon,5N8,Nottinghamshire County Teaching,
37UGHP,Blidworth,5N8,Nottinghamshire County Teaching,
37UGHQ,Boughton,5N8,Nottinghamshire County Teaching,
37UGHR,Bridge,5N8,Nottinghamshire County Teaching,
37UGHS,Castle,5N8,Nottinghamshire County Teaching,
37UGHT,Caunton,5N8,Nottinghamshire County Teaching,
37UGHU,Clipstone,5N8,Nottinghamshire County Teaching,
37UGHW,Collingham and Meering,5N8,Nottinghamshire County Teaching,
37UGHX,Devon,5N8,Nottinghamshire County Teaching,
37UGHY,Edwinstowe,5N8,Nottinghamshire County Teaching,
37UGHZ,Farndon,5N8,Nottinghamshire County Teaching,
37UGJA,Farnsfield and Bilsthorpe,5N8,Nottinghamshire County Teaching,
37UGJB,Lowdham,5N8,Nottinghamshire County Teaching,
37UGJC,Magnus,5N8,Nottinghamshire County Teaching,
37UGJD,Muskham,5N8,Nottinghamshire County Teaching,
37UGJE,Ollerton,5N8,Nottinghamshire County Teaching,
37UGJF,Rainworth,5N8,Nottinghamshire County Teaching,
37UGJG,Southwell East,5N8,Nottinghamshire County Teaching,
37UGJH,Southwell North,5N8,Nottinghamshire County Teaching,
37UGJJ,Southwell West,5N8,Nottinghamshire County Teaching,
37UGJK,Sutton-on-Trent,5N8,Nottinghamshire County Teaching,
37UGJL,Trent,5N8,Nottinghamshire County Teaching,
37UGJM,Winthorpe,5N8,Nottinghamshire County Teaching,
37UJGG,Abbey,5N8,Nottinghamshire County Teaching,
37UJGH,Bingham East,5N8,Nottinghamshire County Teaching,
37UJGJ,Bingham West,5N8,Nottinghamshire County Teaching,
37UJGK,Compton Acres,5N8,Nottinghamshire County Teaching,
37UJGL,Cotgrave,5N8,Nottinghamshire County Teaching,
37UJGM,Cranmer,5N8,Nottinghamshire County Teaching,
37UJGN,Edwalton Village,5N8,Nottinghamshire County Teaching,
37UJGP,Gamston,5N8,Nottinghamshire County Teaching,
37UJGQ,Gotham,5N8,Nottinghamshire County Teaching,
37UJGR,Keyworth North,5N8,Nottinghamshire County Teaching,
37UJGS,Keyworth South,5N8,Nottinghamshire County Teaching,
37UJGT,Lady Bay,5N8,Nottinghamshire County Teaching,
37UJGU,Leake,5N8,Nottinghamshire County Teaching,
37UJGW,Lutterell,5N8,Nottinghamshire County Teaching,
37UJGX,Manvers,5N8,Nottinghamshire County Teaching,
37UJGY,Melton,5N8,Nottinghamshire County Teaching,
37UJGZ,Musters,5N8,Nottinghamshire County Teaching,
37UJHA,Nevile,5N8,Nottinghamshire County Teaching,
37UJHB,Oak,5N8,Nottinghamshire County Teaching,
37UJHC,Ruddington,5N8,Nottinghamshire County Teaching,
37UJHD,Soar Valley,5N8,Nottinghamshire County Teaching,
37UJHE,Stanford,5N8,Nottinghamshire County Teaching,
37UJHF,Thoroton,5N8,Nottinghamshire County Teaching,
37UJHG,Tollerton,5N8,Nottinghamshire County Teaching,
37UJHH,Trent,5N8,Nottinghamshire County Teaching,
37UJHJ,Trent Bridge,5N8,Nottinghamshire County Teaching,
37UJHK,Wiverton,5N8,Nottinghamshire County Teaching,
37UJHL,Wolds,5N8,Nottinghamshire County Teaching,
38UBGJ,Adderbury,5QE,Oxfordshire,
38UBGK,Ambrosden and Chesterton,5QE,Oxfordshire,
38UBGL,Banbury Calthorpe,5QE,Oxfordshire,
38UBGM,Banbury Easington,5QE,Oxfordshire,
38UBGN,Banbury Grimsbury and Castle,5QE,Oxfordshire,
38UBGP,Banbury Hardwick,5QE,Oxfordshire,
38UBGQ,Banbury Neithrop,5QE,Oxfordshire,
38UBGR,Banbury Ruscote,5QE,Oxfordshire,
