PAR08CD,PAR08NM,WD08CD,WD08NM,
46UF039,Sutton Veny,46UFHU,Shearwater,
46UF040,Trowbridge,46UFHX,Trowbridge and North Bradley,
46UF040,Trowbridge,46UFJD,Trowbridge South West,
46UF040,Trowbridge,46UFJC,Trowbridge North West,
46UF040,Trowbridge,46UFJB,Trowbridge North East,
46UF040,Trowbridge,46UFJA,Trowbridge East,
46UF040,Trowbridge,46UFHY,Trowbridge and Southwick,
46UF040,Trowbridge,46UFHZ,Trowbridge Central,
46UF041,Upton Lovell,46UFHT,Mid Wylye Valley,
46UF042,Upton Scudamore,46UFHM,Dilton,
46UF043,Warminster,46UFJE,Warminster East,
46UF043,Warminster,46UFJF,Warminster West,
46UF044,West Ashton,46UFHN,Ethandune,
46UF045,Westbury,46UFJG,Westbury Ham,
46UF045,Westbury,46UFJH,Westbury Laverton,
46UF046,Westwood,46UFHL,Bradford-on-Avon South,
46UF047,Wingfield,46UFHL,Bradford-on-Avon South,
46UF048,Winsley,46UFHP,Manor Vale,
46UF049,Lands common to the parishes of Broughton Gifford and Melksham Without,46UFHS,Melksham Without,
47UB001,Alvechurch,47UBFY,Alvechurch,
47UB002,Belbroughton,47UBGW,Woodvale,
47UB002,Belbroughton,47UBGD,Furlongs,
47UB003,Bentley Pauncefoot,47UBGR,Tardebigge,
47UB004,Beoley,47UBFY,Alvechurch,
47UB005,Clent,47UBGD,Furlongs,
47UB006,Cofton Hackett,47UBGF,Hillside,
47UB007,Dodford with Grafton,47UBGW,Woodvale,
47UB008,Frankley,47UBGS,Uffdown,
47UB009,Hagley,47UBGE,Hagley,
47UB010,Hunnington,47UBGS,Uffdown,
47UB011,Romsley,47UBGS,Uffdown,
47UB012,Stoke,47UBGP,Stoke Heath,
47UB012,Stoke,47UBGQ,Stoke Prior,
47UB013,Tutnall and Cobley,47UBGR,Tardebigge,
47UB014,Wythall,47UBGG,Hollywood and Majors Green,
47UB014,Wythall,47UBGX,Wythall South,
47UB014,Wythall,47UBGC,Drakes Cross and Walkers Heath,
47UB015,Barnt Green,47UBGF,Hillside,
47UB016,Bournheath,47UBGW,Woodvale,
47UB017,Catshill and North Marlbrook,47UBGA,Catshill,
47UB017,Catshill and North Marlbrook,47UBGJ,Marlbrook,
47UB018,Finstall,47UBGR,Tardebigge,
47UB019,Lickey and Blackwell,47UBGJ,Marlbrook,
47UB019,Lickey and Blackwell,47UBGF,Hillside,
47UB019,Lickey and Blackwell,47UBGH,Linthurst,
47UB020,Lickey End,47UBGJ,Marlbrook,
47UB020,Lickey End,47UBGK,Norton,
47UC001,Abberley,47UCJN,Woodbury,
47UC002,Alfrick,47UCHQ,Alfrick and Leigh,
47UC003,Astley and Dunley,47UCHR,Baldwin,
47UC004,Bayton,47UCHY,Lindridge,
47UC005,Berrow,47UCJA,Longdon,
47UC006,Birtsmorton,47UCJC,Morton,
47UC007,Bockleton,47UCJJ,Tenbury,
47UC008,Bransford,47UCHQ,Alfrick and Leigh,
47UC009,Broadheath,47UCHS,Broadheath,
47UC010,Broadwas,47UCHS,Broadheath,
47UC011,Bushley,47UCJA,Longdon,
47UC012,Castlemorton,47UCJC,Morton,
47UC013,Clifton upon Teme,47UCJH,Teme Valley,
47UC014,Cotheridge,47UCHS,Broadheath,
47UC015,Croome D'Abitot,47UCHX,Kempsey,
47UC016,Doddenham,47UCHQ,Alfrick and Leigh,
47UC017,Earl's Croome,47UCJG,Ripple,
47UC018,Eastham,47UCJH,Teme Valley,
47UC019,Eldersfield,47UCJA,Longdon,
47UC020,Great Witley,47UCJN,Woodbury,
47UC021,Grimley,47UCHW,Hallow,
47UC022,Guarlford,47UCJE,Powick,
47UC023,Hallow,47UCHW,Hallow,
47UC024,Hanley,47UCJH,Teme Valley,
47UC025,Hanley Castle,47UCJK,Upton and Hanley,
47UC026,Hill Croome,47UCJG,Ripple,
47UC027,Hillhampton,47UCJN,Woodbury,
47UC028,Holdfast,47UCJA,Longdon,
47UC029,Holt,47UCHR,Baldwin,
47UC030,Kempsey,47UCHX,Kempsey,
47UC031,Kenswick,47UCJB,Martley,
47UC032,Knighton on Teme,47UCHY,Lindridge,
47UC033,Knightwick,47UCHQ,Alfrick and Leigh,
47UC034,Kyre,47UCJJ,Tenbury,
47UC035,Leigh,47UCHQ,Alfrick and Leigh,
47UC036,Lindridge,47UCHY,Lindridge,
47UC037,Little Malvern,47UCJL,Wells,
47UC038,Little Witley,47UCJN,Woodbury,
47UC039,Longdon,47UCJA,Longdon,
47UC040,Lower Sapey,47UCJH,Teme Valley,
47UC041,Lulsley,47UCHQ,Alfrick and Leigh,
47UC042,Madresfield,47UCJE,Powick,
47UC043,Malvern,47UCJD,Pickersleigh,
47UC043,Malvern,47UCJF,Priory,
47UC043,Malvern,47UCHU,Dyson Perrins,
47UC043,Malvern,47UCHT,Chase,
47UC043,Malvern,47UCHZ,Link,
47UC043,Malvern,47UCJM,West,
47UC044,Malvern Wells,47UCJL,Wells,
47UC045,Mamble,47UCHY,Lindridge,
47UC046,Martley,47UCJB,Martley,
47UC047,Newland,47UCJE,Powick,
47UC048,Pendock,47UCJA,Longdon,
47UC049,Pensax,47UCJN,Woodbury,
47UC050,Powick,47UCJE,Powick,
47UC051,Queenhill,47UCJA,Longdon,
47UC052,Ripple,47UCJG,Ripple,
47UC053,Rochford,47UCJJ,Tenbury,
47UC054,Rushwick,47UCHS,Broadheath,
47UC055,Severn Stoke,47UCHX,Kempsey,
47UC056,Shelsley Beauchamp,47UCJH,Teme Valley,
47UC057,Shelsley Kings,47UCJH,Teme Valley,
47UC058,Shelsley Walsh,47UCJH,Teme Valley,
47UC059,Shrawley,47UCHR,Baldwin,
47UC060,Stanford with Orleton,47UCJH,Teme Valley,
47UC061,Stockton on Teme,47UCHY,Lindridge,
47UC062,Stoke Bliss,47UCJJ,Tenbury,
47UC063,Suckley,47UCHQ,Alfrick and Leigh,
47UC064,Tenbury,47UCJJ,Tenbury,
47UC065,Upton-upon-Severn,47UCJK,Upton and Hanley,
47UC066,Welland,47UCJC,Morton,
47UC067,West Malvern,47UCJM,West,
47UC068,Wichenford,47UCJB,Martley,
47UD001,Feckenham,47UDFN,Astwood Bank and Feckenham,
47UE001,St. Peter the Great County,47UEFZ,St Peter's Parish,
47UE002,Warndon,47UEGC,Warndon Parish North,
47UE002,Warndon,47UEGD,Warndon Parish South,
47UF001,Abberton,47UFHN,Inkberrow,
47UF002,Abbots Morton,47UFHN,Inkberrow,
47UF003,Aldington,47UFGP,Badsey,
47UF004,Ashton under Hill,47UFHW,South Bredon Hill,
47UF005,Aston Somerville,47UFHE,Elmley Castle and Somerville,
47UF006,Badsey,47UFGP,Badsey,
47UF006,Badsey,47UFGT,Bretforton and Offenham,
47UF007,Beckford,47UFHW,South Bredon Hill,
47UF008,Besford,47UFHD,Eckington,
47UF009,Bickmarsh,47UFHM,Honeybourne and Pebworth,
47UF010,Birlingham,47UFHD,Eckington,
47UF011,Bishampton,47UFHU,Pinvin,
47UF012,Bredicot,47UFHY,Upton Snodsbury,
47UF013,Bredon,47UFGS,Bredon,
47UF013,Bredon,47UFHW,South Bredon Hill,
47UF014,Bredon's Norton,47UFGS,Bredon,
47UF015,Bretforton,47UFGT,Bretforton and Offenham,
47UF016,Bricklehampton,47UFHH,Fladbury,
47UF017,Broadway,47UFGU,Broadway and Wickhamford,
47UF018,Broughton Hackett,47UFHY,Upton Snodsbury,
47UF019,Charlton,47UFHH,Fladbury,
47UF020,Childswickham,47UFGU,Broadway and Wickhamford,
47UF021,Churchill,47UFHY,Upton Snodsbury,
47UF022,Church Lench,47UFHN,Inkberrow,
47UF023,Cleeve Prior,47UFHX,The Littletons,
47UF024,Conderton,47UFHW,South Bredon Hill,
47UF025,Cookhill,47UFHN,Inkberrow,
47UF026,Cropthorne,47UFHH,Fladbury,
47UF027,Crowle,47UFGR,Bowbrook,
47UF028,Defford,47UFHD,Eckington,
47UF029,Dodderhill,47UFGW,Dodderhill,
47UF030,Dormston,47UFHY,Upton Snodsbury,
47UF031,Doverdale,47UFHS,Ombersley,
47UF032,Drakes Broughton and Wadborough,47UFGX,Drakes Broughton,
47UF033,Droitwich Spa,47UFGY,Droitwich Central,
47UF033,Droitwich Spa,47UFGZ,Droitwich East,
47UF033,Droitwich Spa,47UFHA,Droitwich South East,
47UF033,Droitwich Spa,47UFHB,Droitwich South West,
47UF033,Droitwich Spa,47UFHC,Droitwich West,
47UF034,Eckington,47UFHD,Eckington,
47UF035,Elmbridge,47UFHQ,Lovett and North Claines,
47UF036,Elmley Castle,47UFHE,Elmley Castle and Somerville,
47UF037,Elmley Lovett,47UFHQ,Lovett and North Claines,
47UF038,Evesham,47UFGQ,Bengeworth,
47UF038,Evesham,47UFHF,Evesham North,
47UF038,Evesham,47UFHG,Evesham South,
47UF038,Evesham,47UFHJ,Great Hampton,
47UF038,Evesham,47UFHP,Little Hampton,
47UF039,Fladbury,47UFHH,Fladbury,
47UF040,Flyford Flavell,47UFHY,Upton Snodsbury,
47UF041,Grafton Flyford,47UFHY,Upton Snodsbury,
47UF042,Great Comberton,47UFHE,Elmley Castle and Somerville,
47UF043,Hadzor,47UFGR,Bowbrook,
47UF044,Hampton Lovett,47UFHQ,Lovett and North Claines,
47UF045,Hanbury,47UFHN,Inkberrow,
47UF046,Hartlebury,47UFHK,Hartlebury,
47UF047,Harvington,47UFHL,Harvington and Norton,
47UF048,Hill and Moor,47UFHU,Pinvin,
47UF049,Himbleton,47UFGR,Bowbrook,
47UF050,Hindlip,47UFHQ,Lovett and North Claines,
47UF051,Hinton on the Green,47UFHE,Elmley Castle and Somerville,
47UF052,Honeybourne,47UFHM,Honeybourne and Pebworth,
47UF053,Huddington,47UFGR,Bowbrook,
47UF054,Inkberrow,47UFHN,Inkberrow,
47UF055,Kemerton,47UFHW,South Bredon Hill,
47UF056,Kington,47UFHY,Upton Snodsbury,
47UF057,Little Comberton,47UFHE,Elmley Castle and Somerville,
47UF058,Martin Hussingtree,47UFHQ,Lovett and North Claines,
47UF059,Naunton Beauchamp,47UFHY,Upton Snodsbury,
47UF060,Netherton,47UFHE,Elmley Castle and Somerville,
47UF061,North and Middle Littleton,47UFHX,The Littletons,
47UF062,North Claines,47UFHQ,Lovett and North Claines,
47UF063,North Piddle,47UFHY,Upton Snodsbury,
47UF064,Norton and Lenchwick,47UFHL,Harvington and Norton,
47UF065,Norton Juxta Kempsey,47UFHR,Norton and Whittington,
47UF066,Oddingley,47UFGR,Bowbrook,
47UF067,Offenham,47UFGT,Bretforton and Offenham,
47UF068,Ombersley,47UFHS,Ombersley,
47UF069,Overbury,47UFHW,South Bredon Hill,
47UF070,Pebworth,47UFHM,Honeybourne and Pebworth,
47UF071,Peopleton,47UFHY,Upton Snodsbury,
47UF072,Pershore,47UFHT,Pershore,
47UF073,Pinvin,47UFHU,Pinvin,
47UF074,Pirton,47UFGX,Drakes Broughton,
47UF075,Rous Lench,47UFHN,Inkberrow,
47UF076,Salwarpe,47UFHQ,Lovett and North Claines,
47UF077,Sedgeberrow,47UFHE,Elmley Castle and Somerville,
47UF078,South Littleton,47UFHX,The Littletons,
47UF079,Spetchley,47UFHY,Upton Snodsbury,
47UF080,Stock and Bradley,47UFHN,Inkberrow,
47UF081,Stoulton,47UFGX,Drakes Broughton,
47UF082,Strensham,47UFHD,Eckington,
47UF083,Throckmorton,47UFHU,Pinvin,
47UF084,Tibberton,47UFGR,Bowbrook,
47UF085,Upton Snodsbury,47UFHY,Upton Snodsbury,
47UF086,Upton Warren,47UFGW,Dodderhill,
47UF087,Westwood,47UFHQ,Lovett and North Claines,
47UF088,White Ladies Aston,47UFHY,Upton Snodsbury,
47UF089,Whittington,47UFHR,Norton and Whittington,
47UF090,Wick,47UFHH,Fladbury,
47UF091,Wickhamford,47UFGU,Broadway and Wickhamford,
47UF092,Wyre Piddle,47UFHU,Pinvin,
47UG001,Bewdley,47UGFX,Bewdley and Arley,
47UG001,Bewdley,47UGGM,Wribbenhall,
47UG002,Broome,47UGFY,Blakedown and Chaddesley,
47UG003,Chaddesley Corbett,47UGFY,Blakedown and Chaddesley,
47UG004,Churchill and Blakedown,47UGFY,Blakedown and Chaddesley,
47UG005,Kidderminster Foreign,47UGGM,Wribbenhall,
47UG006,Ribbesford,47UGFX,Bewdley and Arley,
47UG007,Rock,47UGGJ,Rock,
47UG008,Rushock,47UGFY,Blakedown and Chaddesley,
47UG009,Stone,47UGFY,Blakedown and Chaddesley,
47UG010,Stourport-on-Severn,47UGFW,Areley Kings,
47UG010,Stourport-on-Severn,47UGGE,Lickhill,
47UG010,Stourport-on-Severn,47UGGF,Mitton,
47UG011,Upper Arley,47UGFX,Bewdley and Arley,
47UG012,Wolverley and Cookley,47UGGA,Cookley,
47UG012,Wolverley and Cookley,47UGGL,Wolverley,
00NA001,Aberffraw,00NAMA,Aberffraw,
00NA002,Amlwch,00NAMC,Amlwch Rural,
00NA002,Amlwch,00NAMB,Amlwch Port,
00NA003,Beaumaris,00NAMD,Beaumaris,
00NA004,Bodedern,00NAMY,Llanfair-yn-Neubwll,
00NA005,Bodffordd,00NAME,Bodffordd,
00NA006,Bodorgan,00NAMF,Bodorgan,
00NA007,Bryngwran,00NAMH,Bryngwran,
00NA008,Cwm Cadnant,00NAMM,Cwm Cadnant,
00NA009,Cylch-y-Garn,00NAMX,Llanfaethlu,
00NA010,Holyhead,00NANH,Morawelon,
00NA010,Holyhead,00NANE,Maeshyfryd,
00NA010,Holyhead,00NAMQ,Holyhead Town,
00NA010,Holyhead,00NAND,London Road,
00NA010,Holyhead,00NANJ,Parc a'r Mynydd,
00NA010,Holyhead,00NAMR,Kingsland,
00NA010,Holyhead,00NANL,Porthyfelin,
00NA011,Llanbadrig,00NAMS,Llanbadrig,
00NA012,Llanddaniel Fab,00NANB,Llanidan,
00NA013,Llanddona,00NANK,Pentraeth,
00NA014,Llanddyfnan,00NAMU,Llanddyfnan,
00NA015,Llaneilian,00NAMW,Llaneilian,
00NA016,Llaneugrad,00NAMU,Llanddyfnan,
00NA017,Llanfachraeth,00NAMX,Llanfaethlu,
00NA018,Llanfaelog,00NAMA,Aberffraw,
00NA018,Llanfaelog,00NANM,Rhosneigr,
00NA019,Llanfaethlu,00NANF,Mechell,
00NA019,Llanfaethlu,00NAMX,Llanfaethlu,
00NA020,Llanfair-Mathafarn-Eithaf,00NAMJ,Brynteg,
00NA020,Llanfair-Mathafarn-Eithaf,00NAMT,Llanbedrgoch,
00NA021,Llanfair Pwllgwyngyll,00NAMP,Gwyngyll,
00NA021,Llanfair Pwllgwyngyll,00NAMG,Braint,
00NA022,Llanfair-yn-Neubwll,00NAMY,Llanfair-yn-Neubwll,
00NA023,Llanfihangel Ysgeifiog,00NAMZ,Llanfihangel Ysgeifiog,
00NA024,Llangefni,00NAMN,Cyngar,
00NA024,Llangefni,00NAML,Cefni,
00NA024,Llangefni,00NANQ,Tudur,
00NA025,Llangoed,00NANA,Llangoed,
00NA026,Llangristiolus,00NAMF,Bodorgan,
00NA026,Llangristiolus,00NAME,Bodffordd,
00NA027,Llanidan,00NANB,Llanidan,
00NA028,Llannerch-y-medd,00NANC,Llannerch-y-medd,
00NA029,Mechell,00NANF,Mechell,
00NA030,Menai Bridge,00NAMK,Cadnant,
00NA030,Menai Bridge,00NANR,Tysilio,
00NA031,Moelfre,00NANG,Moelfre,
00NA032,Penmynydd,00NAMZ,Llanfihangel Ysgeifiog,
00NA033,Pentraeth,00NANK,Pentraeth,
00NA034,Rhoscolyn,00NANP,Trearddur,
00NA035,Rhosybol,00NAMW,Llaneilian,
00NA036,Rhosyr,00NANN,Rhosyr,
00NA037,Trearddur,00NANP,Trearddur,
00NA038,Tref Alaw,00NANC,Llannerch-y-medd,
00NA039,Trewalchmai,00NAMH,Bryngwran,
00NA040,Valley,00NANS,Valley,
00NC001,Aber,00NCQF,Arllechwedd,
00NC002,Aberdaron,00NCQA,Aberdaron,
00NC003,Aberdovey,00NCQB,Aberdovey,
00NC004,Arthog,00NCRT,Llangelynin,
00NC005,Bala,00NCQG,Bala,
00NC006,Bangor,00NCRG,Glyder,
00NC006,Bangor,00NCRK,Hendre,
00NC006,Bangor,00NCQX,Dewi,
00NC006,Bangor,00NCRL,Hirael,
00NC006,Bangor,00NCQU,Deiniol,
00NC006,Bangor,00NCSB,Menai (Bangor),
00NC006,Bangor,00NCRE,Garth,
00NC006,Bangor,00NCSA,Marchog,
00NC007,Barmouth,00NCQD,Abermaw,
00NC008,Beddgelert,00NCSP,Porthmadog-Tremadog,
00NC009,Bethesda,00NCRF,Gerlan,
00NC009,Bethesda,00NCSF,Ogwen,
00NC010,Betws Garmon,00NCTB,Waunfawr,
00NC011,Bontnewydd,00NCQJ,Bontnewydd,
00NC012,Botwnnog,00NCQK,Botwnnog,
00NC013,Brithdir and Llanfachreth,00NCQM,Brithdir and Llanfachreth/Ganllwyd/Llanelltyd,
00NC014,Bryn-crug,00NCQN,Bryn-crug/Llanfihangel,
00NC015,Buan,00NCRD,Efail-newydd/Buan,
00NC016,Caernarfon,00NCSG,Peblig (Caernarfon),
00NC016,Caernarfon,00NCST,Seiont,
00NC016,Caernarfon,00NCSC,Menai (Caernarfon),
00NC016,Caernarfon,00NCQP,Cadnant,
00NC017,Clynnog,00NCQQ,Clynnog,
00NC018,Corris,00NCQR,Corris/Mawddwy,
00NC019,Criccieth,00NCQS,Criccieth,
00NC020,Dolbenmaen,00NCQZ,Dolbenmaen,
00NC020,Dolbenmaen,00NCSP,Porthmadog-Tremadog,
00NC021,Dolgellau,00NCRB,Dolgellau South,
00NC021,Dolgellau,00NCRA,Dolgellau North,
00NC022,Dyffryn Ardudwy,00NCRC,Dyffryn Ardudwy,
00NC023,Ffestiniog,00NCSW,Teigl,
00NC023,Ffestiniog,00NCQY,Diffwys and Maenofferen,
00NC023,Ffestiniog,00NCQL,Bowydd and Rhiw,
00NC024,Ganllwyd,00NCQM,Brithdir and Llanfachreth/Ganllwyd/Llanelltyd,
00NC025,Harlech,00NCRJ,Harlech,
00NC026,Llanaelhaearn,00NCRM,Llanaelhaearn,
00NC027,Llanbedr,00NCRN,Llanbedr,
00NC028,Llanbedrog,00NCRP,Llanbedrog,
00NC029,Llanberis,00NCRQ,Llanberis,
00NC030,Llanddeiniolen,00NCQH,Bethel,
00NC030,Llanddeiniolen,00NCSH,Penisarwaun,
00NC030,Llanddeiniolen,00NCQW,Deiniolen,
00NC031,Llandderfel,00NCRR,Llandderfel,
00NC032,Llandwrog,00NCSU,Talysarn,
00NC032,Llandwrog,00NCRH,Groeslon,
00NC033,Llandygai,00NCSY,Tregarth & Mynydd Llandygai,
00NC033,Llandygai,00NCQF,Arllechwedd,
00NC034,Llanegryn,00NCRT,Llangelynin,
00NC035,Llanelltyd,00NCQM,Brithdir and Llanfachreth/Ganllwyd/Llanelltyd,
00NC036,Llanengan,00NCQE,Abersoch,
00NC036,Llanengan,00NCRS,Llanengan,
00NC037,Llanfair,00NCRN,Llanbedr,
00NC038,Llanfihangel-y-Pennant,00NCQN,Bryn-crug/Llanfihangel,
00NC039,Llanfrothen,00NCSJ,Penrhyndeudraeth,
00NC040,Llangelynin,00NCRT,Llangelynin,
00NC041,Llangywer,00NCRX,Llanuwchllyn,
00NC042,Llanllechid,00NCQF,Arllechwedd,
00NC043,Llanllyfni,00NCRU,Llanllyfni,
00NC043,Llanllyfni,00NCSL,Penygroes,
00NC043,Llanllyfni,00NCSU,Talysarn,
00NC044,Llannor,00NCQC,Abererch,
00NC044,Llannor,00NCRD,Efail-newydd/Buan,
00NC045,Llanuwchllyn,00NCRX,Llanuwchllyn,
00NC046,Llanrug,00NCQT,Cwm-y-Glo,
00NC046,Llanrug,00NCRW,Llanrug,
00NC047,Llanwnda,00NCRY,Llanwnda,
00NC048,Llanycil,00NCRR,Llandderfel,
00NC049,Llanystumdwy,00NCRZ,Llanystumdwy,
00NC050,Maentwrog,00NCSX,Trawsfynydd,
00NC051,Mawddwy,00NCQR,Corris/Mawddwy,
00NC052,Nefyn,00NCSD,Morfa Nefyn,
00NC052,Nefyn,00NCSE,Nefyn,
00NC053,Pennal,00NCQB,Aberdovey,
00NC054,Penrhyndeudraeth,00NCSJ,Penrhyndeudraeth,
00NC055,Pentir,00NCSK,Pentir,
00NC056,Pistyll,00NCRM,Llanaelhaearn,
00NC057,Porthmadog,00NCSN,Porthmadog West,
00NC057,Porthmadog,00NCSP,Porthmadog-Tremadog,
00NC057,Porthmadog,00NCSM,Porthmadog East,
00NC058,Pwllheli,00NCSR,Pwllheli South,
00NC058,Pwllheli,00NCSQ,Pwllheli North,
00NC059,Talsarnau,00NCRJ,Harlech,
00NC060,Trawsfynydd,00NCSX,Trawsfynydd,
00NC061,Tudweiliog,00NCSZ,Tudweiliog,
00NC062,Tywyn,00NCTA,Tywyn,
00NC063,Waunfawr,00NCTB,Waunfawr,
00NC064,Y Felinheli,00NCTC,Y Felinheli,
00NE001,Abergele,00NEQC,Pentre Mawr,
00NE001,Abergele,00NENT,Abergele Pensarn,
00NE001,Abergele,00NEPH,Gele,
00NE002,Betws-y-Coed,00NENU,Betws-y-Coed,
00NE003,Betws yn Rhos,00NENW,Betws yn Rhos,
00NE004,Bro Garmon,00NEQH,Uwch Conwy,
00NE005,Bro Machno,00NEQH,Uwch Conwy,
00NE006,Caerhun,00NENY,Caerhun,
00NE007,Capel Curig,00NENU,Betws-y-Coed,
00NE008,Cerrigydrudion,00NEQJ,Uwchaled,
00NE009,Colwyn Bay,00NEQD,Rhiw,
00NE009,Colwyn Bay,00NEPJ,Glyn,
00NE010,Conwy,00NEQB,Pensarn,
00NE010,Conwy,00NEPU,Marl,
00NE010,Conwy,00NEPE,Deganwy,
00NE010,Conwy,00NEPB,Conwy,
00NE011,Dolgarrog,00NEQF,Trefriw,
00NE012,Dolwyddelan,00NENU,Betws-y-Coed,
00NE013,Eglwysbach,00NEPF,Eglwysbach,
00NE014,Henryd,00NENY,Caerhun,
00NE015,Kinmel Bay and Towyn,00NEPM,Kinmel Bay,
00NE015,Kinmel Bay and Towyn,00NEQE,Towyn,
00NE016,Llanddoged and Maenan,00NEPF,Eglwysbach,
00NE017,Llanddulas and Rhyd-y-Foel,00NEPN,Llanddulas,
00NE018,Llandudno,00NEPC,Craig-y-Don,
00NE018,Llandudno,00NEPK,Gogarth,
00NE018,Llandudno,00NEPX,Mostyn,
00NE018,Llandudno,00NEQA,Penrhyn,
00NE018,Llandudno,00NEQG,Tudno,
00NE019,Llanfairfechan,00NENX,Bryn,
00NE019,Llanfairfechan,00NEPY,Pandy,
00NE020,Llanfair Talhaiarn,00NENW,Betws yn Rhos,
00NE021,Llanfihangel Glyn Myfyr,00NEQJ,Uwchaled,
00NE022,Llangernyw,00NEPQ,Llangernyw,
00NE023,Llangwm,00NEQJ,Uwchaled,
00NE024,Llannefydd,00NEPS,Llansannan,
00NE025,Llanrwst,00NEPL,Gower,
00NE025,Llanrwst,00NEPD,Crwst,
00NE026,Llansanffraid Glan Conwy,00NEPR,Llansanffraid,
00NE027,Llansannan,00NEPS,Llansannan,
00NE028,Llysfaen,00NEPT,Llysfaen,
00NE029,Mochdre,00NEPW,Mochdre,
00NE030,Old Colwyn,00NEPG,Eirias,
00NE030,Old Colwyn,00NEPA,Colwyn,
00NE031,Penmaenmawr,00NEPZ,Pant-yr-afon/Penmaenan,
00NE031,Penmaenmawr,00NENZ,Capelulo,
00NE032,Pentrefoelas,00NEPQ,Llangernyw,
00NE033,Rhos-on-Sea,00NEPP,Llandrillo yn Rhos,
00NE034,Trefriw,00NEQF,Trefriw,
00NE035,Ysbyty Ifan,00NEQH,Uwch Conwy,
00NG001,Aberwheeler,00NGNW,Llandyrnog,
00NG002,Betws Gwerfil Goch,00NGNR,Efenechtyd,
00NG003,Bodelwyddan,00NGNK,Bodelwyddan,
00NG004,Bodfari,00NGPR,Tremeirchion,
00NG005,Bryneglwys,00NGNX,Llanfair Dyffryn Clwyd/Gwyddelwern,
00NG006,Cefnmeiriadog,00NGPQ,Trefnant,
00NG007,Clocaenog,00NGNR,Efenechtyd,
00NG008,Corwen,00NGNL,Corwen,
00NG009,Cwm,00NGPR,Tremeirchion,
00NG010,Cyffylliog,00NGNZ,Llanrhaeadr-yng-Nghinmeirch,
00NG011,Cynwyd,00NGNU,Llandrillo,
00NG012,Denbigh,00NGNN,Denbigh Lower,
00NG012,Denbigh,00NGNP,Denbigh Upper/Henllan,
00NG012,Denbigh,00NGNM,Denbigh Central,
00NG013,Derwen,00NGNR,Efenechtyd,
00NG014,Dyserth,00NGNQ,Dyserth,
00NG015,Efenechtyd,00NGNR,Efenechtyd,
00NG016,Gwyddelwern,00NGNX,Llanfair Dyffryn Clwyd/Gwyddelwern,
00NG017,Henllan,00NGNP,Denbigh Upper/Henllan,
00NG018,Llanarmon-yn-Ial,00NGNS,Llanarmon-yn-Ial/Llandegla,
00NG019,Llanbedr Dyffryn Clwyd,00NGNT,Llanbedr Dyffryn Clwyd/Llangynhafal,
00NG020,Llandegla,00NGNS,Llanarmon-yn-Ial/Llandegla,
00NG021,Llandrillo,00NGNU,Llandrillo,
00NG022,Llandyrnog,00NGNW,Llandyrnog,
00NG023,Llanelidan,00NGNX,Llanfair Dyffryn Clwyd/Gwyddelwern,
00NG024,Llanfair Dyffryn Clwyd,00NGNX,Llanfair Dyffryn Clwyd/Gwyddelwern,
00NG025,Llanferres,00NGNS,Llanarmon-yn-Ial/Llandegla,
00NG026,Llangollen,00NGNY,Llangollen,
00NG028,Llangynhafal,00NGNT,Llanbedr Dyffryn Clwyd/Llangynhafal,
00NG029,Llanrhaeadr-yng-Nghinmeirch,00NGNZ,Llanrhaeadr-yng-Nghinmeirch,
00NG030,Llantysilio,00NGNY,Llangollen,
00NG031,Llanynys,00NGNW,Llandyrnog,
00NG032,Nantglyn,00NGNZ,Llanrhaeadr-yng-Nghinmeirch,
00NG033,Prestatyn,00NGPB,Prestatyn East,
00NG033,Prestatyn,00NGPD,Prestatyn North,
00NG033,Prestatyn,00NGPF,Rhuddlan,
00NG033,Prestatyn,00NGNQ,Dyserth,
00NG033,Prestatyn,00NGPE,Prestatyn South West,
00NG033,Prestatyn,00NGPA,Prestatyn Central,
00NG033,Prestatyn,00NGPC,Prestatyn Meliden,
00NG034,Rhuddlan,00NGPF,Rhuddlan,
00NG035,Rhyl,00NGPG,Rhyl East,
00NG035,Rhyl,00NGPH,Rhyl South,
00NG035,Rhyl,00NGPJ,Rhyl South East,
00NG035,Rhyl,00NGPK,Rhyl South West,
00NG035,Rhyl,00NGPL,Rhyl West,
00NG035,Rhyl,00NGPF,Rhuddlan,
00NG036,Ruthin,00NGPM,Ruthin,
00NG037,St. Asaph,00NGPP,St. Asaph West,
00NG037,St. Asaph,00NGPN,St. Asaph East,
00NG038,Trefnant,00NGPQ,Trefnant,
00NG039,Tremeirchion,00NGPR,Tremeirchion,
00NG040,Waen,00NGPR,Tremeirchion,
00NJ001,Bagillt,00NJPL,Bagillt East,
00NJ001,Bagillt,00NJPM,Bagillt West,
00NJ002,Broughton and Bretton,00NJPN,Broughton North East,
00NJ002,Broughton and Bretton,00NJPP,Broughton South,
00NJ003,Brynford,00NJPQ,Brynford,
00NJ004,Buckley,00NJPU,Buckley Pentrobin,
00NJ004,Buckley,00NJPT,Buckley Mountain,
00NJ004,Buckley,00NJPS,Buckley Bistre West,
00NJ004,Buckley,00NJPR,Buckley Bistre East,
00NJ005,Caerwys,00NJPX,Caerwys,
00NJ006,Cilcain,00NJPY,Cilcain,
00NJ007,Connah's Quay,00NJQA,Connah's Quay Golftyn,
00NJ007,Connah's Quay,00NJQC,Connah's Quay Wepre,
00NJ007,Connah's Quay,00NJQB,Connah's Quay South,
