WD08CD,WD08NM,REGD08CD,REGD08NM,PAR08CD,PAR08NM
23UBGG,St Peter's,488,Gloucestershire,,
23UBGH,Springbank,488,Gloucestershire,,
23UBGJ,Swindon Village,488,Gloucestershire,,
23UBGK,Up Hatherley,488,Gloucestershire,,
23UBGL,Warden Hill,488,Gloucestershire,,
23UCGL,Ampney-Coln,488,Gloucestershire,,
23UCGM,Avening,488,Gloucestershire,,
23UCGN,Beacon-Stow,488,Gloucestershire,,
23UCGP,Blockley,488,Gloucestershire,,
23UCGQ,Bourton-on-the-Water,488,Gloucestershire,,
23UCGR,Campden-Vale,488,Gloucestershire,,
23UCGS,Chedworth,488,Gloucestershire,,
23UCGT,Churn Valley,488,Gloucestershire,,
23UCGU,Cirencester Beeches,488,Gloucestershire,,
23UCGW,Cirencester Chesterton,488,Gloucestershire,,
23UCGX,Cirencester Park,488,Gloucestershire,,
23UCGY,Cirencester Stratton-Whiteway,488,Gloucestershire,,
23UCGZ,Cirencester Watermoor,488,Gloucestershire,,
23UCHA,Ermin,488,Gloucestershire,,
23UCHB,Fairford,488,Gloucestershire,,
23UCHC,Fosseridge,488,Gloucestershire,,
23UCHD,Grumbolds Ash,488,Gloucestershire,,
23UCHE,Hampton,488,Gloucestershire,,
23UCHF,Kempsford-Lechlade,488,Gloucestershire,,
23UCHG,Moreton-in-Marsh,488,Gloucestershire,,
23UCHH,Northleach,488,Gloucestershire,,
23UCHJ,Rissingtons,488,Gloucestershire,,
23UCHK,Riversmeet,488,Gloucestershire,,
23UCHL,Sandywell,488,Gloucestershire,,
23UCHM,Tetbury,488,Gloucestershire,,
23UCHN,Thames Head,488,Gloucestershire,,
23UCHP,Three Rivers,488,Gloucestershire,,
23UCHQ,Water Park,488,Gloucestershire,,
23UDGF,"Alvington, Aylburton and West Lydney",488,Gloucestershire,,
23UDGG,Awre,488,Gloucestershire,,
23UDGH,Berry Hill,488,Gloucestershire,,
23UDGJ,Blaisdon and Longhope,488,Gloucestershire,,
23UDGK,Bream,488,Gloucestershire,,
23UDGL,Bromesberrow and Dymock,488,Gloucestershire,,
23UDGM,Christchurch and English Bicknor,488,Gloucestershire,,
23UDGN,Churcham and Huntley,488,Gloucestershire,,
23UDGP,Cinderford East,488,Gloucestershire,,
23UDGQ,Cinderford West,488,Gloucestershire,,
23UDGR,Coleford Central,488,Gloucestershire,,
23UDGS,Coleford East,488,Gloucestershire,,
23UDGT,Hartpury,488,Gloucestershire,,
23UDGU,Hewelsfield and Woolaston,488,Gloucestershire,,
23UDGW,Littledean and Ruspidge,488,Gloucestershire,,
23UDGX,Lydbrook and Ruardean,488,Gloucestershire,,
23UDGY,Lydney East,488,Gloucestershire,,
23UDGZ,Lydney North,488,Gloucestershire,,
23UDHA,Mitcheldean and Drybrook,488,Gloucestershire,,
23UDHB,Newent Central,488,Gloucestershire,,
23UDHC,Newland and St Briavels,488,Gloucestershire,,
23UDHD,Newnham and Westbury,488,Gloucestershire,,
23UDHE,Oxenhall and Newent North East,488,Gloucestershire,,
23UDHF,Pillowell,488,Gloucestershire,,
23UDHG,Redmarley,488,Gloucestershire,,
23UDHH,Tibberton,488,Gloucestershire,,
23UDHJ,Tidenham,488,Gloucestershire,,
23UEFR,Abbey,488,Gloucestershire,,
23UEFS,Barnwood,488,Gloucestershire,,
23UEFT,Barton and Tredworth,488,Gloucestershire,,
23UEFU,Elmbridge,488,Gloucestershire,,
23UEFW,Grange,488,Gloucestershire,,
23UEFX,Hucclecote,488,Gloucestershire,,
23UEFY,Kingsholm and Wotton,488,Gloucestershire,,
23UEFZ,Longlevens,488,Gloucestershire,,
23UEGA,Matson and Robinswood,488,Gloucestershire,,
23UEGB,Moreland,488,Gloucestershire,,
23UEGC,Podsmead,488,Gloucestershire,,
23UEGD,Quedgeley Fieldcourt,488,Gloucestershire,,
23UEGE,Quedgeley Severn Vale,488,Gloucestershire,,
23UEGF,Tuffley,488,Gloucestershire,,
23UEGG,Westgate,488,Gloucestershire,,
23UFGJ,Amberley and Woodchester,488,Gloucestershire,,
23UFGK,Berkeley,488,Gloucestershire,,
23UFGL,Bisley,488,Gloucestershire,,
23UFGM,Cainscross,488,Gloucestershire,,
23UFGN,Cam East,488,Gloucestershire,,
23UFGP,Cam West,488,Gloucestershire,,
23UFGQ,Central,488,Gloucestershire,,
23UFGR,Chalford,488,Gloucestershire,,
23UFGS,Coaley and Uley,488,Gloucestershire,,
23UFGT,Dursley,488,Gloucestershire,,
23UFGU,Eastington and Standish,488,Gloucestershire,,
23UFGW,Farmhill and Paganhill,488,Gloucestershire,,
23UFGX,Hardwicke,488,Gloucestershire,,
23UFGY,Kingswood,488,Gloucestershire,,
23UFGZ,Minchinhampton,488,Gloucestershire,,
23UFHA,Nailsworth,488,Gloucestershire,,
23UFHB,Over Stroud,488,Gloucestershire,,
23UFHC,Painswick,488,Gloucestershire,,
23UFHD,Rodborough,488,Gloucestershire,,
23UFHE,Severn,488,Gloucestershire,,
23UFHF,Slade,488,Gloucestershire,,
23UFHG,Stonehouse,488,Gloucestershire,,
23UFHH,The Stanleys,488,Gloucestershire,,
23UFHJ,Thrupp,488,Gloucestershire,,
23UFHK,Trinity,488,Gloucestershire,,
23UFHL,Uplands,488,Gloucestershire,,
23UFHM,Upton St Leonards,488,Gloucestershire,,
23UFHN,Vale,488,Gloucestershire,,
23UFHP,Valley,488,Gloucestershire,,
23UFHQ,Wotton-under-Edge,488,Gloucestershire,,
23UGGE,Ashchurch with Walton Cardiff,488,Gloucestershire,,
23UGGF,Badgeworth,488,Gloucestershire,,
23UGGG,Brockworth,488,Gloucestershire,,
23UGGH,Churchdown Brookfield,488,Gloucestershire,,
23UGGJ,Churchdown St John's,488,Gloucestershire,,
23UGGK,Cleeve Grange,488,Gloucestershire,,
23UGGL,Cleeve Hill,488,Gloucestershire,,
23UGGM,Cleeve St Michael's,488,Gloucestershire,,
23UGGN,Cleeve West,488,Gloucestershire,,
23UGGP,Coombe Hill,488,Gloucestershire,,
23UGGQ,Highnam with Haw Bridge,488,Gloucestershire,,
23UGGR,Hucclecote,488,Gloucestershire,,
23UGGS,Innsworth with Down Hatherley,488,Gloucestershire,,
23UGGT,Isbourne,488,Gloucestershire,,
23UGGU,Northway,488,Gloucestershire,,
23UGGW,Oxenton Hill,488,Gloucestershire,,
23UGGX,Shurdington,488,Gloucestershire,,
23UGGY,Tewkesbury Newtown,488,Gloucestershire,,
23UGGZ,Tewkesbury Prior's Park,488,Gloucestershire,,
23UGHA,Tewkesbury Town with Mitton,488,Gloucestershire,,
23UGHB,Twyning,488,Gloucestershire,,
23UGHC,Winchcombe,488,Gloucestershire,,
24UBJX,Basing,504,Hampshire,,
24UBJY,Baughurst and Tadley North,504,Hampshire,,
24UBJZ,Bramley and Sherfield,504,Hampshire,,
24UBKA,Brighton Hill North,504,Hampshire,,
24UBKB,Brighton Hill South,504,Hampshire,,
24UBKC,Brookvale and Kings Furlong,504,Hampshire,,
24UBKD,Buckskin,504,Hampshire,,
24UBKE,"Burghclere, Highclere and St Mary Bourne",504,Hampshire,,
24UBKF,Chineham,504,Hampshire,,
24UBKG,East Woodhay,504,Hampshire,,
24UBKH,Eastrop,504,Hampshire,,
24UBKJ,Grove,504,Hampshire,,
24UBKK,Hatch Warren and Beggarwood,504,Hampshire,,
24UBKL,Kempshott,504,Hampshire,,
24UBKM,Kingsclere,504,Hampshire,,
24UBKN,Norden,504,Hampshire,,
24UBKP,Oakley and North Waltham,504,Hampshire,,
24UBKQ,"Overton, Laverstoke and Steventon",504,Hampshire,,
24UBKR,Pamber and Silchester,504,Hampshire,,
24UBKS,Popley East,504,Hampshire,,
24UBKT,Popley West,504,Hampshire,,
24UBKU,Rooksdown,504,Hampshire,,
24UBKW,Sherborne St John,504,Hampshire,,
24UBKX,South Ham,504,Hampshire,,
24UBKY,Tadley Central,504,Hampshire,,
24UBKZ,Tadley South,504,Hampshire,,
24UBLA,Upton Grey and The Candovers,504,Hampshire,,
24UBLB,Whitchurch,504,Hampshire,,
24UBLC,Winklebury,504,Hampshire,,
24UCGJ,Alton Amery,504,Hampshire,,
24UCGK,Alton Ashdell,504,Hampshire,,
24UCGL,Alton Eastbrooke,504,Hampshire,,
24UCGM,Alton Westbrooke,504,Hampshire,,
24UCGN,Alton Whitedown,504,Hampshire,,
24UCGP,Alton Wooteys,504,Hampshire,,
24UCGQ,Binsted and Bentley,504,Hampshire,,
24UCGR,Bramshott and Liphook,504,Hampshire,,
24UCGS,Clanfield and Finchdean,504,Hampshire,,
24UCGT,Downland,504,Hampshire,,
24UCGU,East Meon,504,Hampshire,,
24UCGW,Four Marks and Medstead,504,Hampshire,,
24UCGX,Froxfield and Steep,504,Hampshire,,
24UCGY,Grayshott,504,Hampshire,,
24UCGZ,Headley,504,Hampshire,,
24UCHA,Holybourne and Froyle,504,Hampshire,,
24UCHB,Horndean Catherington and Lovedean,504,Hampshire,,
24UCHC,Horndean Downs,504,Hampshire,,
24UCHD,Horndean Hazleton and Blendworth,504,Hampshire,,
24UCHE,Horndean Kings,504,Hampshire,,
24UCHF,Horndean Murray,504,Hampshire,,
24UCHG,Lindford,504,Hampshire,,
24UCHH,Liss,504,Hampshire,,
24UCHJ,Petersfield Bell Hill,504,Hampshire,,
24UCHK,Petersfield Causeway,504,Hampshire,,
24UCHL,Petersfield Heath,504,Hampshire,,
24UCHM,Petersfield Rother,504,Hampshire,,
24UCHN,Petersfield St Marys,504,Hampshire,,
24UCHP,Petersfield St Peters,504,Hampshire,,
24UCHQ,Ropley and Tisted,504,Hampshire,,
24UCHR,Rowlands Castle,504,Hampshire,,
24UCHS,Selborne,504,Hampshire,,
24UCHT,The Hangers and Forest,504,Hampshire,,
24UCHU,Whitehill Chase,504,Hampshire,,
24UCHW,Whitehill Deadwater,504,Hampshire,,
24UCHX,Whitehill Hogmoor,504,Hampshire,,
24UCHY,Whitehill Pinewood,504,Hampshire,,
24UCHZ,Whitehill Walldown,504,Hampshire,,
24UDFT,Bishopstoke East,504,Hampshire,,
24UDFU,Bishopstoke West,504,Hampshire,,
24UDFW,Botley,504,Hampshire,,
24UDFX,Bursledon and Old Netley,504,Hampshire,,
24UDFY,Chandler's Ford East,504,Hampshire,,
24UDFZ,Chandler's Ford West,504,Hampshire,,
24UDGA,Eastleigh Central,504,Hampshire,,
24UDGB,Eastleigh North,504,Hampshire,,
24UDGC,Eastleigh South,504,Hampshire,,
24UDGD,Fair Oak and Horton Heath,504,Hampshire,,
24UDGE,Hamble-le-Rice and Butlocks Heath,504,Hampshire,,
24UDGF,Hedge End Grange Park,504,Hampshire,,
24UDGG,Hedge End St John's,504,Hampshire,,
24UDGH,Hedge End Wildern,504,Hampshire,,
24UDGJ,Hiltingbury East,504,Hampshire,,
24UDGK,Hiltingbury West,504,Hampshire,,
24UDGL,Netley Abbey,504,Hampshire,,
24UDGM,West End North,504,Hampshire,,
24UDGN,West End South,504,Hampshire,,
24UEFQ,Fareham East,504,Hampshire,,
24UEFR,Fareham North,504,Hampshire,,
24UEFS,Fareham North-West,504,Hampshire,,
24UEFT,Fareham South,504,Hampshire,,
24UEFU,Fareham West,504,Hampshire,,
24UEFW,Hill Head,504,Hampshire,,
24UEFX,Locks Heath,504,Hampshire,,
24UEFY,Park Gate,504,Hampshire,,
24UEFZ,Portchester East,504,Hampshire,,
24UEGA,Portchester West,504,Hampshire,,
24UEGB,Sarisbury,504,Hampshire,,
24UEGC,Stubbington,504,Hampshire,,
24UEGD,Titchfield,504,Hampshire,,
24UEGE,Titchfield Common,504,Hampshire,,
24UEGF,Warsash,504,Hampshire,,
24UFFL,Alverstoke,504,Hampshire,,
24UFFM,Anglesey,504,Hampshire,,
24UFFN,Bridgemary North,504,Hampshire,,
24UFFP,Bridgemary South,504,Hampshire,,
24UFFQ,Brockhurst,504,Hampshire,,
24UFFR,Christchurch,504,Hampshire,,
24UFFS,Elson,504,Hampshire,,
24UFFT,Forton,504,Hampshire,,
24UFFU,Grange,504,Hampshire,,
24UFFW,Hardway,504,Hampshire,,
24UFFX,Lee East,504,Hampshire,,
24UFFY,Lee West,504,Hampshire,,
24UFFZ,Leesland,504,Hampshire,,
24UFGA,Peel Common,504,Hampshire,,
24UFGB,Privett,504,Hampshire,,
24UFGC,Rowner and Holbrook,504,Hampshire,,
24UFGD,Town,504,Hampshire,,
24UGFS,Blackwater and Hawley,504,Hampshire,,
24UGFT,Church Crookham East,504,Hampshire,,
24UGFU,Church Crookham West,504,Hampshire,,
24UGFW,Crondall,504,Hampshire,,
24UGFX,Eversley,504,Hampshire,,
24UGFY,Fleet Central,504,Hampshire,,
24UGFZ,Fleet Courtmoor,504,Hampshire,,
24UGGA,Fleet North,504,Hampshire,,
24UGGB,Fleet Pondtail,504,Hampshire,,
24UGGC,Fleet West,504,Hampshire,,
24UGGD,Frogmore and Darby Green,504,Hampshire,,
24UGGE,Hartley Wintney,504,Hampshire,,
24UGGF,Hook,504,Hampshire,,
24UGGG,Long Sutton,504,Hampshire,,
24UGGH,Odiham,504,Hampshire,,
24UGGJ,Yateley East,504,Hampshire,,
24UGGK,Yateley North,504,Hampshire,,
24UGGL,Yateley West,504,Hampshire,,
24UHFQ,Barncroft,504,Hampshire,,
24UHFR,Battins,504,Hampshire,,
24UHFS,Bedhampton,504,Hampshire,,
24UHFT,Bondfields,504,Hampshire,,
24UHFU,Cowplain,504,Hampshire,,
24UHFW,Emsworth,504,Hampshire,,
24UHFX,Hart Plain,504,Hampshire,,
24UHFY,Hayling East,504,Hampshire,,
24UHFZ,Hayling West,504,Hampshire,,
24UHGA,Purbrook,504,Hampshire,,
24UHGB,St Faith's,504,Hampshire,,
24UHGC,Stakes,504,Hampshire,,
24UHGD,Warren Park,504,Hampshire,,
24UHGE,Waterloo,504,Hampshire,,
24UJGL,"Ashurst, Copythorne South and Netley Marsh",504,Hampshire,,
24UJGM,Barton,504,Hampshire,,
24UJGN,Bashley,504,Hampshire,,
24UJGP,Becton,504,Hampshire,,
24UJGQ,Boldre and Sway,504,Hampshire,,
24UJGR,"Bramshaw, Copythorne North and Minstead",504,Hampshire,,
24UJGS,Bransgore and Burley,504,Hampshire,,
24UJGT,Brockenhurst and Forest South East,504,Hampshire,,
24UJGU,Buckland,504,Hampshire,,
24UJGW,Butts Ash and Dibden Purlieu,504,Hampshire,,
24UJGX,Dibden and Hythe East,504,Hampshire,,
24UJGY,Downlands and Forest,504,Hampshire,,
24UJGZ,"Fawley, Blackfield and Langley",504,Hampshire,,
24UJHA,Fernhill,504,Hampshire,,
24UJHB,Fordingbridge,504,Hampshire,,
24UJHC,Forest North West,504,Hampshire,,
24UJHD,Furzedown and Hardley,504,Hampshire,,
24UJHE,Holbury and North Blackfield,504,Hampshire,,
24UJHF,Hordle,504,Hampshire,,
24UJHG,Hythe West and Langdown,504,Hampshire,,
24UJHH,Lymington Town,504,Hampshire,,
24UJHJ,Lyndhurst,504,Hampshire,,
24UJHK,Marchwood,504,Hampshire,,
24UJHL,Milford,504,Hampshire,,
24UJHM,Milton,504,Hampshire,,
24UJHN,Pennington,504,Hampshire,,
24UJHP,Ringwood East and Sopley,504,Hampshire,,
24UJHQ,Ringwood North,504,Hampshire,,
24UJHR,Ringwood South,504,Hampshire,,
24UJHS,Totton Central,504,Hampshire,,
24UJHT,Totton East,504,Hampshire,,
24UJHU,Totton North,504,Hampshire,,
24UJHW,Totton South,504,Hampshire,,
24UJHX,Totton West,504,Hampshire,,
24ULFR,Cove and Southwood,504,Hampshire,,
24ULFS,Empress,504,Hampshire,,
24ULFT,Fernhill,504,Hampshire,,
24ULFU,Grange,504,Hampshire,,
24ULFW,Heron Wood,504,Hampshire,,
24ULFX,Knellwood,504,Hampshire,,
24ULFY,Manor Park,504,Hampshire,,
24ULFZ,Mayfield,504,Hampshire,,
24ULGA,North Town,504,Hampshire,,
24ULGB,Rowhill,504,Hampshire,,
24ULGC,St. John's,504,Hampshire,,
24ULGD,St. Mark's,504,Hampshire,,
24ULGE,Wellington,504,Hampshire,,
24ULGF,Westheath,504,Hampshire,,
24UNGA,Abbey,504,Hampshire,,
24UNGB,Alamein,504,Hampshire,,
24UNGC,Ampfield and Braishfield,504,Hampshire,,
24UNGD,Amport,504,Hampshire,,
24UNGE,Anna,504,Hampshire,,
24UNGF,Blackwater,504,Hampshire,,
24UNGG,Bourne Valley,504,Hampshire,,
24UNGH,Broughton and Stockbridge,504,Hampshire,,
24UNGJ,Charlton,504,Hampshire,,
24UNGK,"Chilworth, Nursling and Rownhams",504,Hampshire,,
24UNGL,Cupernham,504,Hampshire,,
24UNGM,Dun Valley,504,Hampshire,,
24UNGN,Harewood,504,Hampshire,,
24UNGP,Harroway,504,Hampshire,,
24UNGQ,Kings Somborne and Michelmersh,504,Hampshire,,
24UNGR,Millway,504,Hampshire,,
24UNGS,North Baddesley,504,Hampshire,,
24UNGT,Over Wallop,504,Hampshire,,
24UNGU,Penton Bellinger,504,Hampshire,,
24UNGW,Romsey Extra,504,Hampshire,,
24UNGX,St Mary's,504,Hampshire,,
24UNGY,Tadburn,504,Hampshire,,
24UNGZ,Valley Park,504,Hampshire,,
24UNHA,Winton,504,Hampshire,,
24UPGK,Bishops Waltham,504,Hampshire,,
24UPGL,Boarhunt and Southwick,504,Hampshire,,
24UPGM,Cheriton and Bishops Sutton,504,Hampshire,,
24UPGN,Colden Common and Twyford,504,Hampshire,,
24UPGP,Compton and Otterbourne,504,Hampshire,,
24UPGQ,Denmead,504,Hampshire,,
24UPGR,"Droxford, Soberton and Hambledon",504,Hampshire,,
24UPGS,Itchen Valley,504,Hampshire,,
24UPGT,Kings Worthy,504,Hampshire,,
24UPGU,Littleton and Harestock,504,Hampshire,,
24UPGW,Olivers Battery and Badger Farm,504,Hampshire,,
24UPGX,Owslebury and Curdridge,504,Hampshire,,
24UPGY,St Barnabas,504,Hampshire,,
24UPGZ,St Bartholomew,504,Hampshire,,
24UPHA,St John and All Saints,504,Hampshire,,
24UPHB,St Luke,504,Hampshire,,
24UPHC,St Michael,504,Hampshire,,
24UPHD,St Paul,504,Hampshire,,
24UPHE,Shedfield,504,Hampshire,,
24UPHF,Sparsholt,504,Hampshire,,
24UPHG,Swanmore and Newtown,504,Hampshire,,
24UPHH,The Alresfords,504,Hampshire,,
24UPHJ,Upper Meon Valley,504,Hampshire,,
24UPHK,Whiteley,504,Hampshire,,
24UPHL,Wickham,504,Hampshire,,
24UPHM,Wonston and Micheldever,504,Hampshire,,
26UBFQ,Broxbourne,538,Hertfordshire,,
26UBFR,Bury Green,538,Hertfordshire,,
26UBFS,Cheshunt Central,538,Hertfordshire,,
26UBFT,Cheshunt North,538,Hertfordshire,,
26UBFU,Flamstead End,538,Hertfordshire,,
26UBFW,Goffs Oak,538,Hertfordshire,,
26UBFX,Hoddesdon North,538,Hertfordshire,,
26UBFY,Hoddesdon Town,538,Hertfordshire,,
26UBFZ,Rosedale,538,Hertfordshire,,
26UBGA,Rye Park,538,Hertfordshire,,
26UBGB,Theobalds,538,Hertfordshire,,
26UBGC,Waltham Cross,538,Hertfordshire,,
26UBGD,Wormley & Turnford,538,Hertfordshire,,
26UCHK,Adeyfield East,538,Hertfordshire,,
26UCHL,Adeyfield West,538,Hertfordshire,,
26UCHM,Aldbury and Wigginton,538,Hertfordshire,,
26UCHN,Apsley and Corner Hall,538,Hertfordshire,,
26UCHP,Ashridge,538,Hertfordshire,,
26UCHQ,Bennetts End,538,Hertfordshire,,
26UCHR,Berkhamsted Castle,538,Hertfordshire,,
26UCHS,Berkhamsted East,538,Hertfordshire,,
26UCHT,Berkhamsted West,538,Hertfordshire,,
26UCHU,"Bovingdon, Flaunden and Chipperfield",538,Hertfordshire,,
26UCHW,Boxmoor,538,Hertfordshire,,
26UCHX,Chaulden and Warners End,538,Hertfordshire,,
26UCHY,Gadebridge,538,Hertfordshire,,
26UCHZ,Grovehill,538,Hertfordshire,,
26UCJA,Hemel Hempstead Town,538,Hertfordshire,,
26UCJB,Highfield,538,Hertfordshire,,
26UCJC,Kings Langley,538,Hertfordshire,,
26UCJD,Leverstock Green,538,Hertfordshire,,
26UCJE,Nash Mills,538,Hertfordshire,,
26UCJF,Northchurch,538,Hertfordshire,,
26UCJG,Tring Central,538,Hertfordshire,,
26UCJH,Tring East,538,Hertfordshire,,
26UCJJ,Tring West and Rural,538,Hertfordshire,,
26UCJK,Watling,538,Hertfordshire,,
26UCJL,Woodhall Farm,538,Hertfordshire,,
26UDGH,Bishop's Stortford All Saints,538,Hertfordshire,,
26UDGJ,Bishop's Stortford Central,538,Hertfordshire,,
26UDGK,Bishop's Stortford Meads,538,Hertfordshire,,
26UDGL,Bishop's Stortford Silverleys,538,Hertfordshire,,
26UDGM,Bishop's Stortford South,538,Hertfordshire,,
26UDGN,Braughing,538,Hertfordshire,,
26UDGP,Buntingford,538,Hertfordshire,,
26UDGQ,Datchworth & Aston,538,Hertfordshire,,
26UDGR,Great Amwell,538,Hertfordshire,,
26UDGS,Hertford Bengeo,538,Hertfordshire,,
26UDGT,Hertford Castle,538,Hertfordshire,,
26UDGU,Hertford Heath,538,Hertfordshire,,
26UDGW,Hertford Kingsmead,538,Hertfordshire,,
26UDGX,Hertford Rural North,538,Hertfordshire,,
26UDGY,Hertford Rural South,538,Hertfordshire,,
26UDGZ,Hertford Sele,538,Hertfordshire,,
26UDHA,Hunsdon,538,Hertfordshire,,
26UDHB,Little Hadham,538,Hertfordshire,,
26UDHC,Mundens and Cottered,538,Hertfordshire,,
26UDHD,Much Hadham,538,Hertfordshire,,
26UDHE,Puckeridge,538,Hertfordshire,,
26UDHF,Sawbridgeworth,538,Hertfordshire,,
26UDHG,Stanstead Abbots,538,Hertfordshire,,
26UDHH,Thundridge & Standon,538,Hertfordshire,,
26UDHJ,Walkern,538,Hertfordshire,,
26UDHK,Ware Chadwell,538,Hertfordshire,,
26UDHL,Ware Christchurch,538,Hertfordshire,,
26UDHM,Ware St Mary's,538,Hertfordshire,,
26UDHN,Ware Trinity,538,Hertfordshire,,
26UDHP,Watton-at-Stone,538,Hertfordshire,,
26UEFX,Aldenham East,538,Hertfordshire,,
26UEFY,Aldenham West,538,Hertfordshire,,
26UEFZ,Borehamwood Brookmeadow,538,Hertfordshire,,
26UEGA,Borehamwood Cowley Hill,538,Hertfordshire,,
26UEGB,Borehamwood Hillside,538,Hertfordshire,,
26UEGC,Borehamwood Kenilworth,538,Hertfordshire,,
26UEGD,Bushey Heath,538,Hertfordshire,,
26UEGE,Bushey North,538,Hertfordshire,,
26UEGF,Bushey Park,538,Hertfordshire,,
26UEGG,Bushey St James,538,Hertfordshire,,
26UEGH,Elstree,538,Hertfordshire,,
26UEGJ,Potters Bar Furzefield,538,Hertfordshire,,
26UEGK,Potters Bar Oakmere,538,Hertfordshire,,
26UEGL,Potters Bar Parkfield,538,Hertfordshire,,
26UEGM,Shenley,538,Hertfordshire,,
26UFHF,Arbury,538,Hertfordshire,,
26UFHG,Baldock East,538,Hertfordshire,,
26UFHH,Baldock Town,538,Hertfordshire,,
26UFHJ,Cadwell,538,Hertfordshire,,
26UFHK,Chesfield,538,Hertfordshire,,
26UFHL,Codicote,538,Hertfordshire,,
26UFHM,Ermine,538,Hertfordshire,,
26UFHN,Hitchin Bearton,538,Hertfordshire,,
26UFHP,Hitchin Highbury,538,Hertfordshire,,
26UFHQ,Hitchin Oughton,538,Hertfordshire,,
26UFHR,Hitchin Priory,538,Hertfordshire,,
26UFHS,Hitchin Walsworth,538,Hertfordshire,,
26UFHT,"Hitchwood, Offa and Hoo",538,Hertfordshire,,
26UFHU,Kimpton,538,Hertfordshire,,
26UFHW,Knebworth,538,Hertfordshire,,
26UFHX,Letchworth East,538,Hertfordshire,,
26UFHY,Letchworth Grange,538,Hertfordshire,,
26UFHZ,Letchworth South East,538,Hertfordshire,,
26UFJA,Letchworth South West,538,Hertfordshire,,
26UFJB,Letchworth Wilbury,538,Hertfordshire,,
26UFJC,Royston Heath,538,Hertfordshire,,
26UFJD,Royston Meridian,538,Hertfordshire,,
26UFJE,Royston Palace,538,Hertfordshire,,
26UFJF,Weston and Sandon,538,Hertfordshire,,
26UGFX,Ashley,538,Hertfordshire,,
26UGFY,Batchwood,538,Hertfordshire,,
26UGFZ,Clarence,538,Hertfordshire,,
26UGGA,Colney Heath,538,Hertfordshire,,
26UGGB,Cunningham,538,Hertfordshire,,
26UGGC,Harpenden East,538,Hertfordshire,,
26UGGD,Harpenden North,538,Hertfordshire,,
26UGGE,Harpenden South,538,Hertfordshire,,
26UGGF,Harpenden West,538,Hertfordshire,,
26UGGG,London Colney,538,Hertfordshire,,
26UGGH,Marshalswick North,538,Hertfordshire,,
26UGGJ,Marshalswick South,538,Hertfordshire,,
26UGGK,Park Street,538,Hertfordshire,,
26UGGL,Redbourn,538,Hertfordshire,,
26UGGM,St Peters,538,Hertfordshire,,
26UGGN,St Stephen,538,Hertfordshire,,
26UGGP,Sandridge,538,Hertfordshire,,
26UGGQ,Sopwell,538,Hertfordshire,,
26UGGR,Verulam,538,Hertfordshire,,
26UGGS,Wheathampstead,538,Hertfordshire,,
26UHFQ,Bandley Hill,538,Hertfordshire,,
26UHFR,Bedwell,538,Hertfordshire,,
26UHFS,Chells,538,Hertfordshire,,
26UHFT,Longmeadow,538,Hertfordshire,,
26UHFU,Manor,538,Hertfordshire,,
26UHFW,Martins Wood,538,Hertfordshire,,
26UHFX,Old Town,538,Hertfordshire,,
26UHFY,Pin Green,538,Hertfordshire,,
26UHFZ,Roebuck,538,Hertfordshire,,
26UHGA,St Nicholas,538,Hertfordshire,,
26UHGB,Shephall,538,Hertfordshire,,
26UHGC,Symonds Green,538,Hertfordshire,,
26UHGD,Woodfield,538,Hertfordshire,,
26UJFX,Abbots Langley,538,Hertfordshire,,
26UJFY,Ashridge,538,Hertfordshire,,
26UJFZ,Bedmond & Primrose Hill,538,Hertfordshire,,
26UJGA,Carpenders Park,538,Hertfordshire,,
26UJGB,Chorleywood East,538,Hertfordshire,,
26UJGC,Chorleywood West,538,Hertfordshire,,
26UJGD,Croxley Green,538,Hertfordshire,,
26UJGE,Croxley Green North,538,Hertfordshire,,
26UJGF,Croxley Green South,538,Hertfordshire,,
26UJGG,Hayling,538,Hertfordshire,,
26UJGH,Langleybury,538,Hertfordshire,,
26UJGJ,Leavesden,538,Hertfordshire,,
26UJGK,Maple Cross & Mill End,538,Hertfordshire,,
26UJGL,Moor Park & Eastbury,538,Hertfordshire,,
26UJGM,Northwick,538,Hertfordshire,,
26UJGN,Oxhey Hall,538,Hertfordshire,,
26UJGP,Penn,538,Hertfordshire,,
26UJGQ,Rickmansworth,538,Hertfordshire,,
26UJGR,Rickmansworth West,538,Hertfordshire,,
26UJGS,Sarratt,538,Hertfordshire,,
26UKFN,Callowland,538,Hertfordshire,,
26UKFP,Central,538,Hertfordshire,,
26UKFQ,Holywell,538,Hertfordshire,,
26UKFR,Leggatts,538,Hertfordshire,,
26UKFS,Meriden,538,Hertfordshire,,
26UKFT,Nascot,538,Hertfordshire,,
26UKFU,Oxhey,538,Hertfordshire,,
26UKFW,Park,538,Hertfordshire,,
26UKFX,Stanborough,538,Hertfordshire,,
26UKFY,Tudor,538,Hertfordshire,,
26UKFZ,Vicarage,538,Hertfordshire,,
26UKGA,Woodside,538,Hertfordshire,,
26ULHC,Brookmans Park and Little Heath,538,Hertfordshire,,
26ULHD,Haldens,538,Hertfordshire,,
26ULHE,Handside,538,Hertfordshire,,
26ULHF,Hatfield Central,538,Hertfordshire,,
26ULHG,Hatfield East,538,Hertfordshire,,
26ULHH,Hatfield South,538,Hertfordshire,,
26ULHJ,Hatfield Villages,538,Hertfordshire,,
26ULHK,Hatfield West,538,Hertfordshire,,
